KIC_ID,TCE_num,Period,Depth,Duration,target_label
3244792,1,3.0570982000000004,144.0,3.571,1
3245638,1,232.82228500000002,22617.0,0.99,3
3245661,1,0.7088055,17575.0,3.6789,2
3245969,1,11.39102358,448.6,2.303,1
3247268,1,86.67856052,8244.1,10.1289,1
3247294,1,67.41958542,182171.0,7.645,2
3247396,1,8.8111022,401.1,5.0683,2
3248019,1,1.334104585,61690.8,3.14624,2
3248332,2,7.363572395,129696.0,5.7545,3
3248696,1,383.43595,1228.0,11.059000000000001,3
3323289,1,33.693201537,508772.0,7.442189999999999,2
3323887,2,19.270825843,6660.5,4.1281,1
3324644,1,2.8824246939999996,67298.0,25.91,3
3326377,1,13.22714056,812.0,3.2861,1
3326377,2,198.7106251,2094.8,8.638,1
3327980,1,2.115510941,415163.0,7.2877,2
3327992,1,2.115511511,25805.0,8.5116,2
3329643,1,1.015044104,158.2,10.994000000000002,3
3335813,1,3.711012492,7559.8,3.3394,2
3335816,1,3.711013336,24989.1,3.3102400000000003,2
3336283,1,0.576441813,60.8,2.0269999999999997,3
3336765,1,1.8448570569999998,85.6,1.6557,2
3336845,1,0.996864568,86.7,1.0979999999999999,2
3337061,1,6.558370599999999,136.0,3.286,2
3337351,1,7.047103498999999,71318.0,3.3208,2
3337548,1,2.97586085,105.9,4.513,3
3338660,1,1.8733807169999999,538716.0,10.1083,2
3338674,1,1.87337894,5444.0,9.1328,2
3338885,1,1.9703402030000001,403.2,1.7901,1
3339538,1,14.658013949,129645.0,3.0331599999999996,2
3340313,1,30.5528701,63521.0,5.3367,2
3341760,1,0.523493764,54.0,0.9015,2
3341934,1,18.839487435,182722.0,5.6279699999999995,2
3342467,1,88.1804682,1138.6,5.033,2
3342592,1,17.177328207000002,24419.2,7.6702,2
3342794,1,14.17222858,246.8,2.6297,1
3342794,2,4.92031063,81.0,4.046,1
3342970,1,2.711504086,837.5,3.0099,1
3342970,2,7.21203748,950.4,4.0491,1
3344419,2,0.651784374,2779.3,2.0141,3
3344427,1,1.303570451,332340.0,2.28163,3
3347485,1,7.544804312,6501.7,8.2678,2
3347807,1,324.18028,87.9,18.15,3
3348082,2,11.63486009,292.3,5.466,1
3348082,3,33.1981761,336.7,4.709,1
3348093,1,7.964400574,190903.0,4.4761,2
3351888,1,1.625522174,7969.0,2.38963,1
3352751,1,3.495457889,114625.0,6.9796,2
3353050,1,5.080057900000001,222.8,5.207000000000001,1
3353454,1,1.6911935000000002,2801.0,9.479,3
3354846,1,18.5525162,771.5,4.385,1
3426367,1,2.10433534,242.1,1.1168,1
3427776,1,4.01668015,38007.0,2.2828,2
3428468,1,114.90862419,196112.0,7.66397,2
3433668,1,15.021978400000002,96.9,5.0680000000000005,1
3437776,1,10.29767658,655.5,6.649,2
3437776,2,0.635587392,147.7,4.7,3
3438507,1,8.39842977,340.1,6.343999999999999,1
3439031,1,2.9760125110000004,449091.0,6.52033,2
3440230,1,2.881100027,662832.0,9.43866,2
3441340,1,0.8062770229999999,70.8,7.275,2
3441784,1,52.56901867,26900.0,6.7507,2
3442054,1,117.68137779999999,45362.0,12.7591,2
3442055,1,29.6193891,314.7,4.9595,1
3443582,1,1.085965104,10578.7,10.716,2
3443790,1,1.665784138,2006.2,1.8946,2
3444098,1,0.72359699,495.6,1.3259999999999998,3
3444588,1,0.928310036,376.2,1.1899,1
3445812,1,0.605556082,101.7,1.2399,3
3446451,1,0.64234875,103.7,1.3699,2
3446746,1,13.14496741,300.8,3.6399,1
3447722,1,16.08832318,597.8,5.731,1
3447722,2,35.675745299999996,471.2,7.381,1
3447722,3,10.30067919,271.8,4.885,1
3448323,1,0.513482156,91.6,2.7319999999999998,3
3448456,1,0.776950288,396.0,1.288,3
3449540,1,1.6060031209999999,402550.0,4.886019999999999,2
3458028,1,1.442592305,166.0,2.9698,1
3458687,1,0.98376204,55.0,10.052,3
3458919,1,0.8920617340000001,75590.0,2.24307,2
3459199,1,1.5705183759999999,2213.2,3.2035,2
3526331,1,2.23755641,101.1,2.089,3
3530668,1,1.9461985130000001,130722.0,4.0336,2
3531231,1,62.060782999999994,472.9,28.203000000000003,2
3531558,1,24.99324319,269.6,5.9409,1
3532510,1,106.779168,163.0,1.905,3
3533483,1,308.18580099999997,708.7,3.6889999999999996,3
3534118,1,178.41298989999999,37510.0,2.9298,2
3541946,1,17.79001678,871.4,4.4116,1
3541946,2,1.3118429679999999,245.1,1.7876,1
3541946,3,49.5674085,730.0,4.002,1
3542222,1,0.504426087,614.5,1.6276,2
3542573,1,3.471399214,92284.9,5.07707,2
3543270,1,4.176929219,70355.0,5.2003,2
3544595,1,4.72674037,273.1,2.9267,1
3544689,1,1.9228614990000001,1916.2,3.5734,2
3544694,1,1.922862476,101272.0,3.4594,2
3545135,1,8.48299282,69.1,2.505,1
3546060,1,9.69310837,1130.7,2.734,1
3547091,1,3.3055779889999997,17971.0,2.5903,2
3547315,1,0.64234865,39597.0,2.1184,2
3548044,1,34.76305429999999,293.7,4.309,1
3548044,2,67.96865600000001,321.8,7.9479999999999995,1
3548639,1,13.8452726,93.2,2.555,2
3550434,1,1.1910489,1391.1,1.3738,2
3554031,1,8.70798309,1419.6,2.4904,1
3554031,2,4.17634276,531.5,2.335,1
3554600,2,7.544039,322.6,6.222,3
3556220,1,0.796722833,107.1,2.4551,2
3556229,1,0.7967201999999999,167719.0,4.25304,2
3556742,1,0.823014905,850.5,3.5426,2
3557341,1,0.393727296,903.5,3.02,3
3558803,1,1.353414369,610.2,13.415999999999999,3
3558981,1,2.98786272,42789.0,2.5814,2
3559935,1,29.9111886,942.0,6.6436,1
3560301,1,4.6484156,128.4,38.1939,3
3561464,2,7.31945294,166.8,4.881,1
3629330,1,85.272459,767.8,13.31,1
3632089,1,31.778756400000002,262.0,8.093,1
3632089,2,5.32784157,87.2,4.696000000000001,1
3632418,1,2.7858212360000003,68.9,3.5599,1
3640905,1,30.1599411,175.9,7.874,1
3640905,2,51.077104799999994,141.5,11.232999999999999,1
3642289,1,6.002548291,202.0,4.1628,1
3642289,2,11.44865823,75.2,4.953,1
3642335,1,60.866097399999994,714.3,4.397,1
3644071,1,359.047933,5622.7,16.637,3
3644399,1,119.669671,421.9,20.67,3
3644505,1,119.72006999999999,115.6,9.48,3
3644523,1,119.67747,3254.1,32.274,3
3644542,1,119.67980316,299046.0,32.1928,2
3644601,1,359.00687999999997,2015.8,32.16,3
3644601,3,119.68650500000001,842.7,29.33,3
3644602,1,359.08367999999996,618.7,15.67,3
3644631,1,358.96247,670.8,23.49,3
3644649,1,598.31791,283.2,16.07,3
3644653,1,119.682075,1704.1,31.28,3
3644738,1,358.96844,807.8,21.71,3
3645438,1,386.370512,1336.4,11.007,1
3650049,1,397.73699,1131.5,11.76,3
3654950,1,4.067371428,63446.7,5.8962,2
3655326,1,15.066491532999999,106051.0,6.2852,2
3655332,1,15.06649901,36348.0,5.9885,2
3656121,1,31.158824900000003,959.0,5.1803,1
3656121,2,76.7324556,685.7,6.242999999999999,1
3656322,1,1.8318297030000001,40509.0,7.289,2
3656700,1,0.738527259,422.9,1.2174,2
3657758,1,3.6093130589999998,1375.1,1.7752,1
3657758,2,2.3702932,224.8,1.666,1
3659940,1,0.89627093,66994.0,2.2033,2
3660924,1,4.24153629,188.1,2.971,1
3661886,1,27.014262199999997,287.6,5.385,1
3661886,2,12.50945798,155.3,3.4789999999999996,1
3662635,1,0.939375593,100893.0,2.8424,2
3662838,1,24.85466504,776.2,9.182,1
3663141,1,2.31894284,66.5,5.321000000000001,3
3728432,1,3.90863457,867.2,1.7704,1
3728701,1,51.1319346,382.3,6.019,1
3732035,1,138.944022,530.2,10.610999999999999,1
3732821,1,13.73474071,746.4,2.7689999999999997,1
3733628,1,13.89963233,1121.7,3.5791,1
3734418,1,3.97599629,206.0,2.2029,1
3734501,1,31.1911468,228.4,7.002999999999999,3
3734868,1,10.328035714,16917.7,7.7915,2
3735629,1,4.664186517,555376.0,4.0639,2
3735634,1,4.664188563,11360.5,3.773,2
3742855,1,6.397185875,18887.0,5.8638,2
3745690,1,13.54057461,461.0,4.4673,1
3745690,2,1.7323464030000002,182.4,2.2139,1
3745690,3,7.0257409,190.7,2.245,1
3746248,1,0.62240698,155.8,1.186,2
3747817,1,184.77271000000002,951.4,9.568,1
3749134,1,11.30123036,277.1,4.022,1
3749365,1,1.97376085,30222.4,1.82542,1
3749508,1,1.065731229,3639.6,1.7499,2
3749508,2,2.403704619,110.6,0.8927,3
3749978,1,28.5057217,755.8,6.324,1
3750350,1,319.30633,155.2,6.74,3
3757588,1,24.09002065,6782.2,11.0494,2
3757590,1,135.58607679,363134.0,5.54241,2
3757778,1,36.514374043000004,111620.0,6.48255,2
3761319,1,16.2480865,438.7,8.232000000000001,3
3762468,1,3.003879547,8538.0,3.2848,1
3764714,1,6.63449721,919.1,22.982,3
3765771,1,2.7838834919999997,903.9,2.4546,2
3766353,1,2.666961614,7583.4,2.4774,2
3830820,1,15.582794732,52760.0,3.76683,2
3831523,1,1.529283907,54.8,14.0075,3
3831911,1,30.4838006,18441.0,2.6,2
3832474,1,60.32494216,20280.4,6.6188,1
3832474,2,143.20630469999998,10565.7,8.9302,1
3832716,1,1.141877248,309490.0,4.33931,3
3833007,1,16.21774917,758.3,4.9274,1
3834317,1,2.18079098,83.2,12.13,3
3834322,1,0.498434645,239.2,0.955,2
3834360,1,2.908453928,427.5,2.5363,2
3834364,1,2.908454772,64325.0,2.6005,2
3835670,1,14.55730897,956.9,7.7643,1
3836399,1,1.540392098,1022.0,3.7271,2
3836413,1,1.540396094,55123.0,2.8044,2
3836439,1,1.540395674,70614.6,2.8016799999999997,2
3836453,1,1.540395781,173.4,1.6305,2
3838004,1,2.344138713,110.8,0.4495,3
3838496,1,2.990252395,216437.0,7.8462,2
3839294,1,137.665706,536.9,3.7319999999999998,3
3839488,1,11.13127159,211.2,4.2372,1
3847138,1,11.72291212,492.2,4.2064,1
3847708,1,3.741231778,419.0,2.469,2
3847907,1,3.5732028010000003,2975.0,2.88,1
3848275,1,5.19492747,272.9,3.167,1
3848665,1,359.04147,3658.0,14.04,3
3848919,1,0.52363021,367102.0,3.4512099999999997,2
3848972,1,0.7410572129999999,1996.3,1.0529899999999999,2
3849155,1,1.168310132,283.3,1.31,2
3851130,1,2.69787749,116.8,1.915,2
3851134,1,0.91849333,58.7,2.399,3
3851193,1,1.341078755,112151.0,3.8649199999999997,2
3851949,1,54.77145968,7224.8,37.1871,2
3852258,1,5.7584367,736.6,2.5869999999999997,2
3852476,1,111.741576,238.8,3.83,3
3852655,1,11.62904159,88.0,2.97,1
3853673,1,0.6437941979999999,456.7,1.5662,2
3854101,1,293.5056071,6824.0,3.4075,2
3858804,1,25.9525478,478.4,21.328000000000003,2
3858824,1,25.951853600000003,2017.9,14.755,2
3858851,1,25.95198823,5103.3,14.602,2
3858879,1,25.951984,2340.2,20.585,2
3858884,1,25.95193721,399167.0,15.9897,3
3858917,1,25.9522401,2896.9,20.813000000000002,2
3858919,2,25.9522913,557.8,10.977,3
3858926,1,25.95247,80.8,12.945,3
3858949,1,25.9518461,1058.5,14.581,2
3858988,1,25.9518795,1312.3,21.569000000000003,2
3859079,1,53.529270200000006,1086.1,5.667999999999999,1
3859151,1,25.956329999999998,158.2,26.34,2
3859363,1,1.56859048,280.6,11.591,3
3861595,1,3.849371737,1298.6,2.6319999999999997,1
3862246,1,4.702495974,4787.3,2.3421,2
3865567,1,11.11620211,4843.9,4.211,2
3865595,1,5.59187448,236.4,1.6782,2
3866536,1,7.65270746,641.1,79.8969,3
3867593,1,73.33779840000001,114900.0,9.029,2
3867615,1,62.784398100000004,325.0,4.81,1
3867615,2,20.0983676,157.8,5.207000000000001,1
3869014,1,8.63847391,395.9,5.4566,1
3869326,1,8.58599537,818.0,2.4078,2
3869825,1,4.8006539010000004,15304.4,9.0419,2
3935914,1,1.5947453740000002,15044.5,1.9604,1
3937519,1,3.4130363530000003,3868.7,2.61366,1
3937814,1,214.88145600000001,759.2,9.581,1
3938073,1,31.024310431,96480.3,7.63621,2
3939150,1,17.32419108,241.3,8.045,1
3939150,2,33.0063185,278.1,7.117999999999999,1
3942670,1,33.416055300000004,275.8,8.605,1
3942670,2,12.6119685,76.5,6.372000000000001,1
3946023,1,1.045492348,28.7,2.9330000000000003,2
3953106,1,6.58729511,127965.0,8.3582,2
3953212,1,459.23193,418.7,17.722,3
3955817,1,4.24263096,187.6,2.582,1
3955867,1,33.65766894,15379.5,40.787,2
3962243,1,31.8841473,910.0,6.122000000000001,1
3962243,2,14.12847677,628.7,3.685,1
3962243,3,48.64785429999999,641.8,5.4639999999999995,1
3962357,1,14.55387488,319.7,6.973,1
3962684,1,25.949641315,67.8,11.6411,2
3962728,1,25.949325299999998,354.5,12.17,2
3962872,1,25.9554044,122.7,8.491,2
3964109,1,21.41624083,314.5,7.081,1
3964545,1,3.012476415,198402.0,3.31903,2
3964562,1,3.0124765819999997,1138.5,3.1424,2
3966262,1,2.46353343,830.0,2.9539999999999997,2
3966801,1,25.69581456,1130.8,4.0251,1
3966912,1,55.6639167,3414.4,23.546,2
3967501,1,43.0759115,3452.0,90.95,2
3967760,1,5.52418625,491.0,2.826,1
3967760,2,8.77514782,351.9,3.176,1
3969687,1,16.3583482,116.4,9.857999999999999,1
3970117,1,110.29512684,176336.0,16.5339,2
3970233,1,8.254912972,19242.4,6.8822,2
3971315,1,9.892240848,5283.2,4.1774,2
3973002,1,1.992098705,69414.0,4.03833,2
3973504,1,4.318726936,59429.0,2.67349,2
3973549,1,1.389947459,1213.8,1.193,2
4035640,1,28.26727385,1160.2,4.5839,1
4035675,1,2.873657901,43895.0,2.1054,2
4037163,2,0.6354418620000001,147609.0,1.9827,3
4037164,1,0.635445336,2547.4,1.8592,2
4037428,1,4.264729569,22672.0,2.2075,2
4042026,1,34.82008158,18847.8,11.1711,2
4043190,1,6.40087137,133.6,2.5561,1
4043443,1,119.84010190000001,5448.7,3.6796,2
4044005,1,17.512014768,4511.7,1.8248,2
4049124,1,4.8044697119999995,132624.0,3.51946,2
4049131,1,20.50588921,2105.5,4.0595,1
4055092,1,76.45315813,9662.2,5.1822,2
4055304,1,0.571038347,242.1,1.1267,1
4056579,1,239.179477,750.9,2.93,3
4056616,1,2.41434868,191.0,1.2701,1
4058169,1,282.5363563,29233.2,10.3088,2
4067110,1,0.7351464129999999,275.4,5.053,3
4067336,1,10.12742274,933.5,1.2762,2
4067549,1,7.698431197000001,42548.8,5.43677,2
4069213,1,5.194256813,38851.4,7.25775,2
4070376,1,1.634614356,19761.5,3.4422,2
4072526,1,33.1996355,1112.5,5.022,1
4073089,1,58.873429,226471.0,17.487000000000002,3
4073707,1,6.282033445,181787.0,8.3777,3
4073730,1,6.2820426,1413.0,7.941,3
4074294,1,0.8929888770000001,85.0,2.4428,3
4075015,1,1.11431205,160.4,2.112,2
4075064,1,61.42252657,337545.0,3.76585,2
4076098,1,3.9901059080000003,6154.9,2.4108,1
4076952,1,9.761172507000001,205866.0,11.4007,2
4077252,1,0.534109403,78.3,0.9513,2
4077526,1,10.21864532,445.3,3.802,1
4077526,2,15.573637,468.1,5.3260000000000005,1
4077526,3,40.101556099999996,550.0,5.246,1
4077901,1,12.109762599999998,113.9,10.174,2
4078157,1,16.025018977000002,29090.0,3.8828,2
4078693,1,2.756536015,3590.8,1.5908,2
4079530,1,17.72722648,147144.0,4.1376,2
4079535,1,17.72724392,16878.0,4.1073,2
4135665,1,4.16811839,263.0,2.8084,1
4136466,1,4.48758768,112.0,2.8739999999999997,1
